"campaignid","sample","dataset","planned.or.exploratory","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","raw.hdd.number","con.hdd.number","method","commonwealth.zone","state.zone","status"
"2020-10_south-west_stereo-BRUVs","IO306","IO","Legacy",-34.10118897,114.7338721,"20201022","10:29:00","South-west","C.IO.10",124,"Rachel","Yes","Yes","RAW3",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO307","IO","Legacy",-34.11868897,114.7263721,"20201022","9:56:00","South-west","C.IO.9",128,"Daphne - finishes at 59:36","Yes","Yes","RAW3","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO308","IO","Legacy",-34.11118897,114.7288721,"20201022","10:06:00","South-west","C.IO.9",126,"Rachel","Yes","Yes","RAW3",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO310","IO","Legacy",-34.05868897,114.7738721,"20201015","10:06:00","South-west","C.IO.8",64.7,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO311","IO","Legacy",-34.05618897,114.7688721,"20201015","10:03:00","South-west","C.IO.8",66.1,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO312","IO","Legacy",-34.05868897,114.7788721,"20201015","10:17:00","South-west","C.IO.8",61.2,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO313","IO","Legacy",-34.09618897,114.7563721,"20201022","12:47:00","South-west","C.IO.11",108,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO319","IO","Legacy",-34.09368897,114.7313721,"20201022","10:37:00","South-west","C.IO.10",124,"Rachel","Yes","Yes","RAW3","BU3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO323","IO","Legacy",-34.03103333,114.6001,"20201123","9:48","South-west","C.IO.27",141,"Daphne","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO324","IO","Legacy",-34.00006,114.639778,"20201023","11:59:00","South-west","C.IO.26",141,"Rachel","Yes","Yes","RAW4",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO325","IO","Legacy",-33.991557,114.743378,"20201015","7:44:00","South-west","C.IO.25",85,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO326","IO","Legacy",-34.00425,114.6892833,"20201123","12:26","South-west","C.IO.24",121,"Daphne","Yes","No","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO327","IO","Legacy",-34.02946667,114.7623833,"20201015","8:17:00","South-west","C.IO.23",65.4,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO328","IO","Legacy",-33.99356667,114.8213667,"20201019","7:13:00","South-west","C.IO.22",43.8,"Rachel","Yes","Yes","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO329","IO","Legacy",-34.06481667,114.7266333,"20201023","7:18:00","South-west","C.IO.13",121,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO330","IO","Legacy",-34.08833333,114.7545,"20201022","13:00:00","South-west","C.IO.12",116,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO331","IO","Legacy",-34.0984,114.75005,"20201022","12:30:00","South-west","C.IO.11",112,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO332","IO","Legacy",-34.09718333,114.7344833,"20201022","10:33:00","South-west","C.IO.10",124,"Rachel","Yes","Yes","RAW3","BU3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO333","IO","Legacy",-34.11301667,114.7251333,"20201022","10:01:00","South-west","C.IO.9",127,"Rachel","Yes","Yes","RAW3","BU3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO334","IO","Legacy",-34.06155,114.7753667,"20201015","10:11:00","South-west","C.IO.8",64,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO335","IO","Legacy",-34.06686667,114.7939833,"20201015","10:31:00","South-west","C.IO.7",58,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO336","IO","Legacy",-34.0924,114.8663667,"20201016","10:03:00","South-west","C.IO.6",43.2,"Daphne","Yes","No","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO337","IO","Legacy",-34.00536667,114.8202333,"20201019","7:02:00","South-west","C.IO.21",43,"Daphne","Yes","Yes","RAW3","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO338","IO","Legacy",-33.97231667,114.92245,"20201019","11:50:00","South-west","C.IO.20",46,"Daphne","Yes","Yes","RAW3","BU5.5","BRUV",NA,NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO339","IO","Legacy",-34.01461667,114.8785,"20201019","9:41:00","South-west","C.IO.19",41.1,"Daphne","Yes","Yes","RAW3","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO34","IO","MBH",-34.06118897,114.8713721,"20201016","8:02:00","South-west","C.IO.35",41.3,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO343","IO","Legacy",-34.10261667,114.6407167,"20201123","7:38","South-west","C.IO.15",140,"Rachel","Yes","Yes","RAW5","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO344","IO","Legacy",-34.0844,114.6744,"20201023","9:28:00","South-west","C.IO.14",138,"Daphne","Yes","No","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO349","IO","Legacy",-34.02368897,114.5963721,"20201123","10:03","South-west","C.IO.27",133,"Rachel","Yes","Yes","RAW5.5",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO350","IO","Legacy",-34.02618897,114.6038721,"20201123","9:56","South-west","C.IO.27",135,"Brooke Gibbons","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO351","IO","Legacy",-34.03118897,114.5963721,"20201123","10:13","South-west","C.IO.27",142,"Daphne","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO352","IO","Legacy",-34.03618897,114.5988721,"20201123","9:43","South-west","C.IO.27",133,"Rachel","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO353","IO","Legacy",-34.05436667,114.8390667,"20201015","14:43:00","South-west","C.IO.5",44.1,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO354","IO","Legacy",-34.06605,114.84,"20201015","14:29:00","South-west","C.IO.4",45,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO355","IO","Legacy",-34.05473333,114.9111,"20201029","10:38:00","South-west","C.IO.3",45,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO356","IO","Legacy",-34.06956667,114.9184667,"20201016","12:39:00","South-west","C.IO.2",46.8,"Claude","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO357","IO","Legacy",-34.08496667,114.928,"20201016","12:08:00","South-west","C.IO.1",45.9,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO36","IO","MBH",-34.10368897,114.7188721,"20201022","10:23:00","South-west","C.IO.55",130,"Rachel","Yes","Yes","RAW3",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO361","IO","Legacy",-33.98868897,114.7413721,"20201015","7:35:00","South-west","C.IO.25",84.7,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO363","IO","Legacy",-33.98618897,114.7513721,"20201015","7:26:00","South-west","C.IO.25",66.2,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO364","IO","Legacy",-34.00868897,114.6888721,"20201123","12:21","South-west","C.IO.24",130,"Daphne","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO365","IO","Legacy",-34.02368897,114.7538721,"20201015","8:23:00","South-west","C.IO.23",73.7,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO369","IO","Legacy",-34.02868897,114.5913721,"20201123","10:08","South-west","C.IO.27",133,"Rachel","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO37","IO","MBH",-34.10868897,114.7188721,"20201022","10:12:00","South-west","C.IO.55",130,"Brooke Gibbons","Yes","Yes","RAW3","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO370","IO","Legacy",-33.99618897,114.6463721,"20201023","12:10:00","South-west","C.IO.26",141,"Rachel","Yes","Yes","RAW4","CON3","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO372","IO","Legacy",-34.00618897,114.6438721,"20201023","11:53:00","South-west","C.IO.26",140,"Daphne - period end @ 58:40","Yes","No","RAW4","CON3","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO374","IO","Legacy",-33.98618897,114.7463721,"20201015","7:31:00","South-west","C.IO.25",72.9,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO377","IO","MBH",-34.13868897,114.7588721,"20201022","7:40:00","South-west","C.IO.69",113,"Rachel","Yes","Yes","RAW3",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO378","IO","Legacy",-33.99368897,114.6388721,"20201023","12:04:00","South-west","C.IO.26",141,"Rachel","Yes","Yes","RAW4","CON3","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO379","IO","Legacy",-34.08368897,114.6813721,"20201123","6:58","South-west","C.IO.14",138,"Rachel","Yes","Yes","RAW5.5",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO4","IO","MBH",-34.09118897,114.7813721,"20201015","12:17:00","South-west","C.IO.43",65.6,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO40","IO","MBH",-34.10368897,114.7138721,"20201022","10:17:00","South-west","C.IO.55",131,"Brooke Gibbons","Yes","Yes","RAW3","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO46","IO","MBH",-34.06868897,114.7113721,"20201023","6:44:00","South-west","C.IO.34",129,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO47","IO","MBH",-34.06368897,114.7113721,"20201023","6:53:00","South-west","C.IO.34",127,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO49","IO","MBH",-34.06118897,114.7063721,"20201023","6:59:00","South-west","C.IO.34",129,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO5","IO","MBH",-34.08868897,114.7763721,"20201015","12:12:00","South-west","C.IO.43",66.7,"Claude","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO58","IO","MBH",-34.13618897,114.7738721,"20201022","7:21:00","South-west","C.IO.69",92.7,"Brooke Gibbons","Yes","Yes","RAW3","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO59","IO","MBH",-34.14118897,114.7663721,"20201022","7:33:00","South-west","C.IO.69",109,"Rachel","Yes","Yes","RAW3",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO62","IO","MBH",-34.13368897,114.7663721,"20201022","7:45:00","South-west","C.IO.69",105,"Brooke Gibbons","Yes","Yes","RAW4","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO64","IO","MBH",-34.01368897,114.8963721,"20201019","11:26:00","South-west","C.IO.47",43.3,"Ramesh","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO65","IO","MBH",-34.01118897,114.8888721,"20201019","11:20:00","South-west","C.IO.53",43,"Ramesh","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO66","IO","MBH",-34.01618897,114.8813721,"20201019","9:36:00","South-west","C.IO.19",42.8,"Rachel","Yes","Yes","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO71","IO","MBH",-34.00368897,114.6988721,"20201123","12:31","South-west","C.IO.41",121,"Rachel","Yes","Yes","RAW5.5",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO72","IO","MBH",-34.03618897,114.8463721,"20201019","9:05:00","South-west","C.IO.60",43.6,"Ramesh","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO73","IO","MBH",-34.02868897,114.8588721,"20201019","9:22:00","South-west","C.IO.60",40.4,"Ramesh","Yes","No","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO74","IO","MBH",-34.02868897,114.8513721,"20201019","9:14:00","South-west","C.IO.60",42.2,"Rachel","Yes","Yes","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO75","IO","MBH",-34.03368897,114.8538721,"20201019","9:10:00","South-west","C.IO.60",42.2,"Rachel","Yes","Yes","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO80","IO","MBH",-34.09368897,114.8888721,"20201016","10:30:00","South-west","C.IO.52",41.6,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO81","IO","MBH",-34.09868897,114.8913721,"20201016","10:20:00","South-west","C.IO.52",42,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO91","IO","MBH",-34.09368897,114.8938721,"20201016","10:25:00","South-west","C.IO.52",43.5,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO92","IO","MBH",-34.09868897,114.8863721,"20201016","10:16:00","South-west","C.IO.52",42.3,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO95","IO","MBH",-34.12618897,114.7338721,"20201022","8:21:00","South-west","C.IO.68",124,"Daphne","Yes","Yes","RAW4","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO96","IO","MBH",-34.13618897,114.7363721,"20201022","8:06:00","South-west","C.IO.68",127,"Brooke Gibbons","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO98","IO","MBH",-34.13368897,114.7313721,"20201022","8:13:00","South-west","C.IO.68",128,"Daphne","Yes","Yes","RAW4","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IOC04","IO","Legacy",-34.08755,114.749265,"20201022","13:16:00","South-west","C.IO.12",109,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IOC05","IO","Legacy",-34.05394,114.899843,"20201029","10:46:00","South-west","C.IO.3",43.2,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO215","IO","Legacy",-34.06868897,114.9263721,"20201016","12:34:00","South-west","C.IO.2",46.7,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IOCP11-1","IO","Legacy",-33.992845,114.696642,"20201123","12:39","South-west","C.IO.41",124,"Daphne","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IOCP11-2","IO","Legacy",-33.974332,114.692773,"20201123","12:47","South-west","C.IO.41",124,"Daphne","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IOCP2311","IO","Legacy",-34.01858,114.601465,"20201123","10:19","South-west","C.IO.46",142,"Daphne","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IOREDO344","IO","Legacy",-34.0844,114.6744,"20201123","7:12","South-west","C.IO.14",138,"Daphne - finishes at 59:27","Yes","Yes","RAW5","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","FH92",NA,NA,-33.8437,114.8714,"20201020","08:34:48",NA,"BOSS1",44.1,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH61",NA,NA,-33.8412,114.8639,"20201020","09:06:40",NA,"BOSS2",NA,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH27",NA,NA,-33.8362,114.8714,"20201020","09:32:24",NA,"BOSS3",42.8,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH17",NA,NA,-33.8337,114.8764,"20201020","09:46:43",NA,"BOSS4",NA,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH56",NA,NA,-33.8312,114.8664,"20201020","10:00:37",NA,"BOSS5",41.9,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH96",NA,NA,-33.8187,114.8339,"20201020","10:40:01",NA,"BOSS6",NA,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH60",NA,NA,-33.8162,114.8214,"20201020","10:54:30",NA,"BOSS7",44.4,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH26",NA,NA,-33.8112,114.8289,"20201020","11:05:07",NA,"BOSS8",43.9,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH110",NA,NA,-33.8087,114.8214,"20201020","11:17:02",NA,"BOSS9",44.9,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH48",NA,NA,-33.7962,114.8139,"20201020","11:30:39",NA,"BOSS10",45,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH21",NA,NA,-33.7937,114.8089,"20201020","11:41:29",NA,"BOSS11",46.3,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH18",NA,NA,-33.7912,114.8214,"20201020","11:55:54",NA,"BOSS12",45.1,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH106",NA,NA,-33.7887,114.8164,"20201020","12:06:58",NA,"BOSS13",46.2,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH57",NA,NA,-33.7887,114.8114,"20201020","12:18:13",NA,"BOSS14",44.2,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH34",NA,NA,-33.7862,114.8839,"20201020","12:51:20",NA,"BOSS15",44.6,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH7",NA,NA,-33.7837,114.8789,"20201020","13:04:33",NA,"BOSS16",45.2,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH20",NA,NA,-33.7862,114.8739,"20201020","13:17:56",NA,"BOSS17",42.4,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH93",NA,NA,-33.7762,114.8689,"20201020","13:32:44",NA,"BOSS18",44.3,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH44",NA,NA,-33.7712,114.8639,"20201020","13:46:18",NA,"BOSS19",44.5,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH14",NA,NA,-33.7662,114.8714,"20201020","13:59:42",NA,"BOSS20",44.9,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH95",NA,NA,-33.7587,114.8914,"20201020","14:17:10",NA,"BOSS21",NA,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH62",NA,NA,-33.7562,114.8814,"20201020","14:32:04",NA,"BOSS22",45.2,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH30",NA,NA,-33.7512,114.8889,"20201020","14:44:05",NA,"BOSS23",NA,"","",NA,"BU3","","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","261",NA,NA,-33.9762,114.9214,"20201030","07:00:38",NA,"BOSS24",46.5,"","",NA,"BU4","CON1 - Bottom only","BOSS",NA,NA,"Fished"
"2020-10_south-west_BOSS","338",NA,NA,-33.9723,114.9225,"20201030","07:16:01",NA,"BOSS25",46,"","",NA,"BU4","CON1 - Bottom only","BOSS",NA,NA,"Fished"
"2020-10_south-west_BOSS","260",NA,NA,-33.9712,114.9164,"20201030","07:25:21",NA,"BOSS26",46.1,"","",NA,"BU4","CON1 - Bottom only","BOSS",NA,NA,"Fished"
"2020-10_south-west_BOSS","259",NA,NA,-33.9687,114.9214,"20201030","07:39:07",NA,"BOSS27",46.3,"","",NA,"BU4","CON1 - Bottom only","BOSS",NA,NA,"Fished"
"2020-10_south-west_BOSS","258",NA,NA,-33.9662,114.9139,"20201030","07:48:52",NA,"BOSS28",46.2,"","",NA,"BU4","CON1 - Bottom only","BOSS",NA,NA,"Fished"
"2020-10_south-west_BOSS","FH10",NA,NA,-33.9862,114.8864,"20201030","08:08:24",NA,"BOSS29",NA,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH111",NA,NA,-33.9862,114.8789,"20201030","08:17:49",NA,"BOSS30",NA,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","130",NA,NA,-33.9812,114.8764,"20201030","08:30:30",NA,"BOSS31",NA,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","152",NA,NA,-33.9812,114.8689,"20201030","08:39:18",NA,"BOSS32",41.9,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","134",NA,NA,-33.9837,114.8614,"20201030","08:47:50",NA,"BOSS33",41.3,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","133",NA,NA,-33.9912,114.8664,"20201030","08:58:26",NA,"BOSS34",40.5,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","132",NA,NA,-33.9912,114.8714,"20201030","09:07:01",NA,"BOSS35",42.7,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH77",NA,NA,-33.9962,114.8764,"20201030","09:18:46",NA,"BOSS36",42,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","FH52",NA,NA,-33.9912,114.8889,"20201030","09:28:26",NA,"BOSS37",42.8,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","244",NA,NA,-34.0037,114.9064,"20201030","09:46:06",NA,"BOSS38",45.6,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","245",NA,NA,-34.0087,114.9014,"20201030","09:55:54",NA,"BOSS39",45.5,"","",NA,"BU4","CON1 - Bottom only","BOSS","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
