"sample","family","genus","species","length","range","number","mass.g","length.cm","campaignid","latitude","longitude","date.time","location","status","depth","successful.count","successful.length","id"
"247","Labridae","Bodianus","solatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Labridae","Coris","caudimacula",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Labridae","Labroides","dimidiatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Labridae","Suezichthys","cyanolaemus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Lethrinidae","Lethrinus","miniatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Lethrinidae","Lethrinus","ravus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Lethrinidae","Lethrinus","rubrioperculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Lutjanidae","Aphareus","rutilans",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Lutjanidae","Lutjanus","lemniscatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Microdesmidae","Ptereleotris","heteroptera",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Mullidae","Parupeneus","cyclostomus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Mullidae","Parupeneus","spilurus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Nemipteridae","Pentapodus","nagasakiensis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Pinguipedidae","Parapercis","nebulosa",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Pomacanthidae","Pomacanthus","semicirculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Pomacentridae","Amblypomacentrus","breviceps",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Serranidae","Cephalopholis","sonnerati",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Serranidae","Epinephelus","multinotatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"247","Serranidae","Pseudanthias","georgei",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7047,113.5467,2022-05-25 07:26:15,"Point Cloates","No-take",96.4,"Yes","No","2022-05_PtCloates_Naked-BOSS.247"
"248","Apogonidae","Ostorhinchus","aureus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Balistidae","Sufflamen","fraenatum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Balistidae","Xanthichthys","lineopunctatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Caesionidae","Pterocaesio","chrysozona",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Carangidae","Carangoides","chrysophrys",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Carangidae","Carangoides","fulvoguttatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Carangidae","Carangoides","gymnostethus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Carangidae","Gnathanodon","speciosus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Chaetodontidae","Chaetodon","assarius",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Chaetodontidae","Heniochus","acuminatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Chaetodontidae","Heniochus","diphreutes",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Cirrhitidae","Cyprinocirrhites","polyactis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Holocentridae","Sargocentron","rubrum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Labridae","Bodianus","bilunulatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Labridae","Bodianus","solatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Labridae","Coris","caudimacula",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Labridae","Labroides","dimidiatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Labridae","Suezichthys","cyanolaemus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Lethrinidae","Lethrinus","miniatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Lethrinidae","Lethrinus","ravus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Lethrinidae","Lethrinus","rubrioperculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Lutjanidae","Aphareus","rutilans",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Lutjanidae","Lutjanus","lemniscatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Lutjanidae","Lutjanus","sebae",676.88834,2245.60772,1,6817.81104454541,67.688834,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Microdesmidae","Ptereleotris","heteroptera",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Mullidae","Parupeneus","cyclostomus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Mullidae","Parupeneus","spilurus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Nemipteridae","Pentapodus","nagasakiensis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Pinguipedidae","Parapercis","nebulosa",NA,2480.15799,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Pomacanthidae","Pomacanthus","semicirculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Pomacentridae","Amblypomacentrus","breviceps",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Serranidae","Cephalopholis","sonnerati",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Serranidae","Epinephelus","multinotatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"248","Serranidae","Pseudanthias","georgei",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,2022-05-19 00:27:25,"Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248"
"249","Apogonidae","Ostorhinchus","aureus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Balistidae","Sufflamen","fraenatum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Balistidae","Xanthichthys","lineopunctatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Caesionidae","Pterocaesio","chrysozona",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Carangidae","Carangoides","chrysophrys",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Carangidae","Carangoides","fulvoguttatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Carangidae","Carangoides","gymnostethus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Carangidae","Gnathanodon","speciosus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Chaetodontidae","Chaetodon","assarius",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Chaetodontidae","Heniochus","acuminatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Chaetodontidae","Heniochus","diphreutes",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Cirrhitidae","Cyprinocirrhites","polyactis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Holocentridae","Sargocentron","rubrum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Labridae","Bodianus","bilunulatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Labridae","Bodianus","solatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Labridae","Coris","caudimacula",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Labridae","Labroides","dimidiatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Labridae","Suezichthys","cyanolaemus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Lethrinidae","Lethrinus","miniatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Lethrinidae","Lethrinus","ravus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Lethrinidae","Lethrinus","rubrioperculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Lutjanidae","Aphareus","rutilans",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Lutjanidae","Lutjanus","lemniscatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Microdesmidae","Ptereleotris","heteroptera",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Mullidae","Parupeneus","cyclostomus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Mullidae","Parupeneus","spilurus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Nemipteridae","Pentapodus","nagasakiensis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Pinguipedidae","Parapercis","nebulosa",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Pomacanthidae","Pomacanthus","semicirculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Pomacentridae","Amblypomacentrus","breviceps",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Serranidae","Cephalopholis","sonnerati",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Serranidae","Epinephelus","multinotatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"249","Serranidae","Pseudanthias","georgei",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,2022-05-25 04:07:55,"Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249"
"250","Apogonidae","Ostorhinchus","aureus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,2022-05-26 06:06:02,"Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250"
"250","Balistidae","Sufflamen","fraenatum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,2022-05-26 06:06:02,"Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250"
"250","Balistidae","Xanthichthys","lineopunctatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,2022-05-26 06:06:02,"Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250"
"250","Caesionidae","Pterocaesio","chrysozona",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,2022-05-26 06:06:02,"Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250"
"250","Carangidae","Carangoides","chrysophrys",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,2022-05-26 06:06:02,"Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250"
"250","Carangidae","Carangoides","fulvoguttatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,2022-05-26 06:06:02,"Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250"
"250","Carangidae","Carangoides","gymnostethus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,2022-05-26 06:06:02,"Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250"
