"campaignid","sample","family","genus","species","length","number","range"
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",191.30374,1,2572.76275
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",240.55236,1,1526.75311
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",234.96225,1,2469.37153
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",243.22723,1,2912.70634
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",230.87249,1,1848.60496
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",256.69577,1,1731.55614
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",229.67721,1,2607.94143
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",208.41808,1,2797.39601
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",255.67643,1,1573.20545
"2021-05_PtCloates_BRUVS",21,"SUS","SUS","sus",44.69782,1,1386.29705
"2021-05_PtCloates_BRUVS",21,"Pinguipedidae","Parapercis","nebulosa",49.40276,1,783.47708
"2021-05_PtCloates_BRUVS",21,"Pinguipedidae","Parapercis","nebulosa",82.01033,1,738.94225
"2021-05_PtCloates_BRUVS",21,"Pinguipedidae","Parapercis","nebulosa",36.42793,1,1518.69921
"2021-05_PtCloates_BRUVS",21,"Pinguipedidae","Parapercis","nebulosa",95.8571,1,807.96372
"2021-05_PtCloates_BRUVS",21,"Pinguipedidae","Parapercis","nebulosa",41.70522,1,775.37035
"2021-05_PtCloates_BRUVS",21,"Nemipteridae","Parascolopsis","inermis",165.79665,1,1507.77768
"2021-05_PtCloates_BRUVS",21,"Serranidae","Epinephelus","rivulatus",264.79709,1,2649.78757
"2021-05_PtCloates_BRUVS",21,"Lethrinidae","Gymnocranius","sp1",145.49876,1,785.88285
"2021-05_PtCloates_BRUVS",21,"Lethrinidae","Lethrinus","miniatus",463.77436,1,1736.16143
"2021-05_PtCloates_BRUVS",21,"Lethrinidae","Lethrinus","miniatus",369.11502,1,1513.85942
"2021-05_PtCloates_BRUVS",21,"Lethrinidae","Lethrinus","miniatus",496.21804,1,1664.7089
"2021-05_PtCloates_BRUVS",21,"Lethrinidae","Lethrinus","miniatus",405.69915,1,1500.69527
"2021-05_PtCloates_BRUVS",21,"Lethrinidae","Lethrinus","miniatus",375.57357,1,907.97893
"2021-05_PtCloates_BRUVS",21,"Lethrinidae","Lethrinus","miniatus",441.5562,1,777.93687
"2021-05_PtCloates_BRUVS",21,"Labridae","Choerodon","zamboangae",270.57387,1,992.40645
"2021-05_PtCloates_BRUVS",22,"SUS","SUS","sus",52.3105,1,1993.79559
"2021-05_PtCloates_BRUVS",22,"Labridae","Bodianus","solatus",302.2452,1,3619.99486
"2021-05_PtCloates_BRUVS",22,"Lutjanidae","Pristipomoides","sp1",238.03874,1,1610.34093
"2021-05_PtCloates_BRUVS",22,"Lutjanidae","Pristipomoides","sp1",245.57587,1,1669.20332
"2021-05_PtCloates_BRUVS",22,"Lutjanidae","Pristipomoides","sp1",255.32192,1,1963.53181
"2021-05_PtCloates_BRUVS",22,"Lutjanidae","Pristipomoides","sp1",322.70611,1,1703.3002
"2021-05_PtCloates_BRUVS",22,"Lutjanidae","Pristipomoides","sp1",241.93981,1,2410.65887
"2021-05_PtCloates_BRUVS",22,"Nemipteridae","Parascolopsis","eriomma",293.05528,1,2231.1406
"2021-05_PtCloates_BRUVS",22,"Nemipteridae","Parascolopsis","eriomma",218.19449,1,2943.66201
"2021-05_PtCloates_BRUVS",22,"Muraenidae","Gymnothorax","sp1",659.66755,1,1706.84306
"2021-05_PtCloates_BRUVS",22,"Carangidae","Decapterus","spp",305.92579,1,3027.59282
"2021-05_PtCloates_BRUVS",22,"Carangidae","Decapterus","spp",296.77937,1,3201.97548
"2021-05_PtCloates_BRUVS",22,"Carangidae","Decapterus","spp",417.00149,1,4899.01745
"2021-05_PtCloates_BRUVS",22,"Lethrinidae","Lethrinus","miniatus",339.80198,1,1267.48666
"2021-05_PtCloates_BRUVS",22,"Lethrinidae","Lethrinus","miniatus",372.83724,1,1419.86548
"2021-05_PtCloates_BRUVS",22,"Lethrinidae","Lethrinus","miniatus",470.91686,1,1368.51708
"2021-05_PtCloates_BRUVS",22,"Lutjanidae","Pristipomoides","multidens",602.42358,1,1971.85051
"2021-05_PtCloates_BRUVS",22,"Dasyatidae","Taeniurops","meyeni",2387.99989,1,4340.34459
"2021-05_PtCloates_BRUVS",22,"Lethrinidae","Gymnocranius","sp1",293.01665,1,2524.21144
"2021-05_PtCloates_BRUVS",22,"Lethrinidae","Gymnocranius","sp1",461.73494,1,2804.96052
"2021-05_PtCloates_BRUVS",22,"Lethrinidae","Gymnocranius","sp1",346.19132,1,2481.66939
"2021-05_PtCloates_BRUVS",23,"Carcharhinidae","Carcharhinus","plumbeus",1070.55154,1,1880.3037
"2021-05_PtCloates_BRUVS",23,"Carangidae","Carangoides","equula",197.74198,1,1734.62334
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",164.4901,1,2075.17481
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",180.76797,1,780.10007
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",136.13251,1,853.0227
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",152.6709,1,1332.55143
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",148.81806,1,2359.23673
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",181.30728,1,2880.87745
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",135.18667,1,1002.73047
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",153.49314,1,1604.21823
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",171.28492,1,3370.91077
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",133.16491,1,2251.76282
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",176.71289,1,1463.43421
"2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",170.49045,1,1450.66776
