"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date.time","location","status","depth","successful.count","successful.length"
"19","20220521_BOTTOM_3_0005_0001.mp4","9284","20220521_TOP_3_0005_0001.mp4","9870","269","0.68763",703.81052,"11.90970","18.00863","3802.87675","10.61763","56.05123","69.97035","646.03672","-271.31038","-3737.76655","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"20","20220521_BOTTOM_3_0005_0001.mp4","9320","20220521_TOP_3_0005_0001.mp4","9906","269","0.69764",700.17642,"10.85663","18.92773","3866.11279","12.71811","42.04561","79.06221","2.49978","-851.13834","-3771.25780","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"21","20220521_BOTTOM_3_0005_0001.mp4","9415","20220521_TOP_3_0005_0001.mp4","10001","269","0.72406",741.92557,"19.87953","18.86699","4166.31277","8.54687","45.44334","56.77402","36.29399","-618.12587","-4120.04433","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"22","20220521_BOTTOM_3_0005_0001.mp4","9415","20220521_TOP_3_0005_0001.mp4","10001","269","0.72406",887.54174,"35.06766","19.67248","4278.70998","14.42862","53.20818","26.55823","235.71602","-1039.75761","-4143.75447","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"23","20220521_BOTTOM_3_0005_0001.mp4","9415","20220521_TOP_3_0005_0001.mp4","10001","269","0.72406",784.12339,"12.92917","17.59664","4047.05159","15.80871","31.87745","67.63819","671.36606","-874.54376","-3893.97835","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"24","20220521_BOTTOM_3_0005_0001.mp4","9500","20220521_TOP_3_0005_0001.mp4","10086","269","0.74769",782.73295,"10.53817","14.63279","3699.15128","21.02011","26.54192","86.38750","801.79493","-1057.21649","-3452.98977","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"25","20220521_BOTTOM_3_0005_0001.mp4","9515","20220521_TOP_3_0005_0001.mp4","10101","269","0.75186",736.89133,"23.16865","19.69620","5493.96863","11.30246","27.25319","60.16773","290.04930","-1036.95213","-5387.41988","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"26","20220521_BOTTOM_3_0005_0001.mp4","9761","20220521_TOP_3_0005_0001.mp4","10347","269","0.82026",667.58629,"10.23335","16.12404","3458.91719","17.73042","54.36108","77.82747","499.85137","-927.22529","-3294.61834","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"27","20220521_BOTTOM_3_0005_0001.mp4","9876","20220521_TOP_3_0005_0001.mp4","10462","269","0.85224",717.92474,"9.68915","17.52165","3619.40524","18.37684","6.35712","80.11052","607.75700","-965.75370","-3434.82831","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"28","20220521_BOTTOM_3_0005_0001.mp4","9961","20220521_TOP_3_0005_0001.mp4","10547","269","0.87588",752.08893,"8.33531","19.67267","3625.49310","11.82357","87.36722","82.98894","413.32798","-617.25114","-3548.57171","Carangidae","Gnathanodon","speciosus","37337012",8,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"29","20220521_BOTTOM_3_0005_0001.mp4","10278","20220521_TOP_3_0005_0001.mp4","10864","269","0.96402",748.31435,"9.90250","18.47165","3879.78614","13.71140","17.97760","56.14186","697.76555","-599.03669","-3769.21992","Carangidae","Gnathanodon","speciosus","37337012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"0","20220521_BOTTOM_4_0001_0001.mp4","29532","20220521_TOP_4_0001_0001.mp4","26824","241","0.00000",533.03223,"5.53912","13.42442","2395.04550","14.49422","37.75400","65.24470","-365.53890","475.08619","-2318.81810","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7403","113.5387","2022-05-21T15:31:01+0800",NA,"No-take","94.4","Yes","Yes"
"1","20220521_BOTTOM_4_0001_0001.mp4","36699","20220521_TOP_4_0001_0001.mp4","33991","241","1.99282",439.86361,"37.12302","8.31275","5643.80886","28.20413","50.87756","68.33442","814.79699","2539.84907","-4973.71602","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7403","113.5387","2022-05-21T15:31:01+0800",NA,"No-take","94.4","Yes","Yes"
"2","20220521_BOTTOM_4_0001_0001.mp4","37216","20220521_TOP_4_0001_0001.mp4","34508","241","2.13658",417.43661,"29.99522","10.51305","4846.03833","27.17110","85.24273","68.58016","507.74049","2153.90397","-4311.26255","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7403","113.5387","2022-05-21T15:31:01+0800",NA,"No-take","94.4","Yes","Yes"
"3","20220521_BOTTOM_4_0002_0001.mp4","11104","20220521_TOP_4_0002_0001.mp4","8396","272","0.73212",437.09993,"14.85255","3.60527","2883.98275","20.74922","68.56914","43.73319","75.22594","-1018.95941","-2696.92774","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7374","113.5422","2022-05-21T15:45:16+0800",NA,"No-take","89.2","Yes","Yes"
"4","20220521_BOTTOM_4_0002_0001.mp4","15284","20220521_TOP_4_0002_0001.mp4","12576","272","1.89439",63.1722,"4.70643","17.42689","2427.93343","23.57125","69.20247","72.84924","-922.79011","-301.85029","-2225.35515","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7374","113.5422","2022-05-21T15:45:16+0800",NA,"No-take","89.2","Yes","Yes"
"11","20220521_BOTTOM_4_0003_0001.mp4","35777","20220521_TOP_4_0003_0001.mp4","33069","219","1.15310",95.04599,"6.66111","19.54894","2638.37796","24.54253","34.37027","78.76466","-609.90034","910.50347","-2400.00901","Serranidae","Pseudanthias","fasciata","37311116",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
"21","20220521_BOTTOM_4_0004_0001.mp4","14852","20220521_TOP_4_0004_0001.mp4","12144","259","2.16327",271.63061,"17.75888","5.15217","4061.56597","6.06972","87.98176","67.38354","357.49415","-237.98615","-4038.79668","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7312","113.5443","2022-05-21T16:24:58+0800",NA,"No-take","88.9","Yes","Yes"
"1","20220523_BOTTOM_1_0002_0001.mp4","63262","20220523_TOP_1_0003_0001.mp4","28211","274","0.15182",414.29507,"5.58918","15.33730","2290.42350","15.51959","62.76673","67.51677","-492.88229","-364.20375","-2206.91243","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5502","2022-05-23T08:50:34+0800",NA,"No-take","79.2","Yes","Yes"
"2","20220523_BOTTOM_1_0002_0001.mp4","63502","20220523_TOP_1_0003_0001.mp4","28451","274","0.21855",411.97043,"6.55905","11.72782","2272.45288","13.83561","79.92065","64.39848","-412.54994","-353.71754","-2206.51955","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5502","2022-05-23T08:50:34+0800",NA,"No-take","79.2","Yes","Yes"
"4","20220523_BOTTOM_1_0002_0001.mp4","70066","20220523_TOP_1_0003_0001.mp4","35015","274","2.04371",107.43534,"6.37637","2.65020","2781.34535","6.69380","53.91959","69.75467","-319.87950","-52.76821","-2762.38566","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5502","2022-05-23T08:50:34+0800",NA,"No-take","79.2","Yes","Yes"
"5","20220523_BOTTOM_1_0003_0001.mp4","449","20220523_TOP_1_0003_0001.mp4","37326","274","2.68629",97.34396,"3.70446","4.02898","1611.08570","10.91359","67.50386","57.78281","-304.67150","-14.66530","-1581.94732","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5502","2022-05-23T08:50:34+0800",NA,"No-take","79.2","Yes","Yes"
"6","20220523_BOTTOM_1_0003_0001.mp4","730","20220523_TOP_1_0003_0001.mp4","37607","274","2.76443",360.99675,"11.16628","2.93738","3599.39792","18.07540","58.51247","85.85104","-170.72699","1103.65223","-3421.76408","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5502","2022-05-23T08:50:34+0800",NA,"No-take","79.2","Yes","Yes"
"2","20220523_BOTTOM_2_0003_0001.mp4","22258","20220523_TOP_2_0003_0001.mp4","26790","256","1.67834",56.81211,"3.82860","5.61584","1526.86876","18.68887","87.68891","53.60362","-393.63996","290.54467","-1446.36081","Monacanthidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7326","113.5465","2022-05-23T10:09:25+0800",NA,"No-take","86.1","Yes","Yes"
"1","20220523_BOTTOM_3_0001_0001.mp4","36823","20220523_TOP_3_0001_0001.mp4","39551","212","1.36108",65.60569,"5.91082","4.14138","1837.65621","16.81451","73.49407","47.97404","-504.27906","168.18676","-1759.08959","Pomacentridae","Amblypomacentrus","breviceps","37372019",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.728","113.556","2022-05-23T11:00:30+0800",NA,"No-take","75","Yes","Yes"
"2","20220523_BOTTOM_3_0001_0001.mp4","42153","20220523_TOP_3_0001_0001.mp4","44881","212","2.84312",119.81514,"0.99114","5.16434","1085.21702","21.68679","53.99854","76.09293","-399.95348","29.26825","-1008.40298","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.728","113.556","2022-05-23T11:00:30+0800",NA,"No-take","75","Yes","Yes"
"3","20220525_BOTTOM_3_0005_0001.mp4","2660","20220525_TOP_3_0004_0001.mp4","69497","249","0.11345",323.05193,"3.10011","6.79977","1528.44363","24.56646","72.65613","66.54179","158.32374","-615.40867","-1390.08837","Carangidae","Decapterus","muroadsi","37337071",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7248","113.5444","2022-05-25T12:07:55+0800",NA,"No-take","92.3","Yes","Yes"
"4","20220525_BOTTOM_3_0005_0001.mp4","8988","20220525_TOP_3_0005_0001.mp4","3897","249","1.87298",55.62679,"5.40069","3.82466","2080.63930","30.17328","33.08953","51.36724","-569.71940","876.95085","-1798.73202","SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7248","113.5444","2022-05-25T12:07:55+0800",NA,"No-take","92.3","Yes","Yes"
"5","20220525_BOTTOM_3_0005_0001.mp4","68554","20220525_TOP_3_0005_0001.mp4","63463","208","0.43182",433.95955,"22.46237","4.94678","3749.06355","11.40738","69.15209","52.63826","-363.89707","646.06935","-3675.00351","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7252","113.5464","2022-05-25T12:23:31+0800",NA,"No-take","89.2","Yes","Yes"
"6","20220525_BOTTOM_3_0005_0001.mp4","68977","20220525_TOP_3_0005_0001.mp4","63886","208","0.54944",679.31465,"17.95045","6.83026","6321.03135","12.33418","39.14242","80.05826","1149.02638","709.17404","-6175.13141","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7252","113.5464","2022-05-25T12:23:31+0800",NA,"No-take","89.2","Yes","Yes"
"7","20220525_BOTTOM_3_0005_0001.mp4","69277","20220525_TOP_3_0005_0001.mp4","64186","208","0.63285",648.43916,"3.27380","13.18455","2109.79290","6.55060","68.86870","78.61198","226.12458","82.44811","-2096.01910","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7252","113.5464","2022-05-25T12:23:31+0800",NA,"No-take","89.2","Yes","Yes"
"8","20220525_BOTTOM_3_0005_0001.mp4","69724","20220525_TOP_3_0005_0001.mp4","64633","208","0.75715",315.23147,"19.64515","4.30865","4496.92645","18.07873","84.58397","77.32098","-132.22282","1389.22386","-4274.91774","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7252","113.5464","2022-05-25T12:23:31+0800",NA,"No-take","89.2","Yes","Yes"
"9","20220525_BOTTOM_3_0006_0001.mp4","1204","20220525_TOP_3_0005_0001.mp4","68041","208","1.70476",399.98424,"10.50162","13.53166","2440.19618","18.50898","84.51711","50.28180","-144.11688","761.12418","-2313.97444","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7252","113.5464","2022-05-25T12:23:31+0800",NA,"No-take","89.2","Yes","Yes"
"1","20220525_BOTTOM_4_0001_0001.mp4","23481","20220525_TOP_4_0001_0001.mp4","23353","228","2.58814",494.98875,"30.15632","11.24758","6493.22967","5.66862","60.51351","74.04418","-280.15728","-576.94312","-6461.47661","Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7233","113.5472","2022-05-25T13:01:14+0800",NA,"No-take","88","Yes","Yes"
"2","20220525_BOTTOM_4_0001_0001.mp4","65291","20220525_TOP_4_0001_0001.mp4","65163","243","0.85613",88.23236,"7.14930","1.21308","2070.67065","26.59213","83.87781","51.77475","-766.57624","-521.07389","-1851.62626","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7206","113.5573","2022-05-25T13:14:20+0800",NA,"No-take","74.4","Yes","Yes"
"5","20220525_BOTTOM_4_0003_0001.mp4","57053","20220525_TOP_4_0003_0001.mp4","56925","260","0.13486",657.33213,"2.92117","15.57127","2375.86893","14.74887","25.99208","87.84708","562.82530","-221.53539","-2297.58633","Carcharhinidae","Carcharhinus","albimarginatus","37018027",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7177","113.5525","2022-05-25T13:53:04+0800",NA,"No-take","83.6","Yes","Yes"
"7","20220525_BOTTOM_4_0003_0001.mp4","67248","20220525_TOP_4_0003_0001.mp4","67120","260","2.96963",77.3837,"2.60300","1.14087","2089.89717","16.42655","68.88415","78.55665","-586.65129","71.51090","-2004.59388","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7177","113.5525","2022-05-25T13:53:04+0800",NA,"No-take","83.6","Yes","Yes"
"8","20220525_BOTTOM_4_0005_0001.mp4","66402","20220525_TOP_4_0005_0001.mp4","66274","225","2.18718",48.87067,"4.25656","1.16640","1727.48488","26.64514","81.27598","61.50078","-371.96565","679.57541","-1544.02812","Balistidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7084","113.5624","2022-05-25T14:33:25+0800",NA,"No-take","72.1","Yes","Yes"
"9","20220525_BOTTOM_4_0005_0001.mp4","67969","20220525_TOP_4_0005_0001.mp4","67841","225","2.62290",69.58528,"5.71395","10.01388","2581.36234","26.84006","88.21188","88.00123","-817.17030","831.02204","-2303.27302","SUS","SUS","SUS","2",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7084","113.5624","2022-05-25T14:33:25+0800",NA,"No-take","72.1","Yes","Yes"
"10","20220525_BOTTOM_4_0007_0001.mp4","13308","20220525_TOP_4_0007_0001.mp4","13180","220","0.01251",126.80513,"11.61338","3.74808","2878.18362","27.37283","63.24975","61.16278","-72.35513","1321.34823","-2555.92343","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7067","113.5554","2022-05-25T15:00:42+0800",NA,"No-take","80.8","Yes","Yes"
"12","20220525_BOTTOM_4_0007_0001.mp4","57418","20220525_TOP_4_0007_0001.mp4","57290","268","0.76465",327.44779,"6.87492","7.72677","2486.14727","17.59643","65.32802","69.57924","200.15799","-724.44581","-2369.81925","Carangidae","Carangoides","chrysophrys",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7054","113.5501","2022-05-25T15:12:08+0800",NA,"No-take","90.6","Yes","Yes"
"0","20220525_BOTTOM_5_0001_0001.mp4","26012","20220525_TOP_5_0001_0001.mp4","25685","254","0.87087",91.52662,"4.38797","4.78620","2239.93353","21.42259","42.53674","66.65958","-791.93163","205.34810","-2085.18073","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6993","113.5499","2022-05-25T15:40:10+0800",NA,"No-take","96","Yes","Yes"
"3","20220525_BOTTOM_5_0001_0001.mp4","70729","20220525_TOP_5_0001_0001.mp4","70402","242","0.11511",72.75752,"3.32187","4.42130","1930.74599","23.66471","46.20278","73.09911","-604.41754","-485.03401","-1768.38953","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5519","2022-05-25T15:53:38+0800",NA,"No-take","88.5","Yes","Yes"
"4","20220525_BOTTOM_5_0002_0001.mp4","5777","20220525_TOP_5_0002_0001.mp4","5450","242","2.05483",228.04706,"21.87658","9.30488","4987.63121","28.41681","6.99498","48.74217","6.64336","2373.51593","-4386.66651","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5519","2022-05-25T15:53:38+0800",NA,"No-take","88.5","Yes","Yes"
"7","20220525_BOTTOM_5_0003_0001.mp4","16925","20220525_TOP_5_0003_0001.mp4","16598","257","1.29324",591.27376,"1.28184","6.58073","1020.72216","14.84991","15.17909","67.61902","-17.31610","261.02502","-986.63053","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7001","113.5592","2022-05-25T16:18:12+0800",NA,"No-take","79.4","Yes","Yes"
"0","20220526_BOTTOM_2_0006_0001.mp4","59723","20220526_TOP_2_0006_0001.mp4","61668","229","1.98782",80.58217,"6.92501","7.76458","2644.22681","21.58099","53.30071","66.00531","-831.49001","-504.53312","-2458.86277","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6961","113.5632","2022-05-26T13:54:13+0800",NA,"No-take","76.2","Yes","Yes"
"1","20220526_BOTTOM_2_0007_0001.mp4","29832","20220526_TOP_2_0007_0001.mp4","31777","250","0.74908",144.64653,"12.64743","0.98930","2724.15994","15.47147","77.94190","50.53798","-619.69714","379.55004","-2625.44560","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6972","113.5605","2022-05-26T14:06:02+0800",NA,"No-take","78.1","Yes","Yes"
"0","20220526_BOTTOM_3_0001_0001.mp4","18041","20220526_TOP_3_0001_0001.mp4","24508","258","0.34201",243.22625,"16.21566","14.88722","5174.69701","11.46710","12.75013","36.76892","654.88248","-793.39114","-5071.40499","Chaetodontidae","Heniochus","spp",NA,2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6958","113.5593","2022-05-26T14:20:39+0800",NA,"No-take","79.6","Yes","Yes"
"1","20220526_BOTTOM_3_0001_0001.mp4","22868","20220526_TOP_3_0001_0001.mp4","29335","258","1.68418",513.79755,"12.90542","19.36399","2859.40861","24.34104","59.54549","42.70393","603.32150","-1012.41944","-2605.23082","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6958","113.5593","2022-05-26T14:20:39+0800",NA,"No-take","79.6","Yes","Yes"
"7","20220526_BOTTOM_3_0004_0001.mp4","21387","20220526_TOP_3_0004_0001.mp4","27854","261","1.18785",569.3546,"25.76992","10.89742","3463.62752","25.53237","76.32032","24.24732","-297.36143","1462.98170","-3125.37619","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6899","113.5608","2022-05-26T15:21:00+0800",NA,"No-take","78.8","Yes","Yes"
"8","20220526_BOTTOM_3_0004_0001.mp4","26334","20220526_TOP_3_0004_0001.mp4","32801","261","2.56339",104.35101,"4.92169","2.61116","2176.84542","23.11529","30.17293","64.53781","266.98810","-811.81529","-2002.08123","Nemipteridae","Pentapodus","nagasakiensis","37347012",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6899","113.5608","2022-05-26T15:21:00+0800",NA,"No-take","78.8","Yes","Yes"
"2","20220527_BOTTOM_1_0003_0001.mp4","70542","20220527_TOP_1_0004_0001.mp4","80","202","0.96291",403.95629,"7.45295","18.08459","5412.08001","9.04519","46.86195","84.79493","-844.73788","-101.81740","-5344.77887","Carangidae","Carangoides","coeruleopinnatus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6851","113.5571","2022-05-27T09:03:52+0800",NA,"No-take","91.4","Yes","Yes"
"3","20220527_BOTTOM_1_0005_0001.mp4","27557","20220527_TOP_1_0005_0001.mp4","29023","271","0.99599",76.29788,"6.44770","7.87928","3305.33786","15.15233","0.39966","56.57420","-561.12254","656.95163","-3190.42543","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6776","113.5654","2022-05-27T09:32:15+0800",NA,"No-take","79.5","Yes","Yes"
"4","20220527_BOTTOM_1_0005_0001.mp4","28132","20220527_TOP_1_0005_0001.mp4","29598","271","1.15588",115.64991,"6.03920","7.82516","2556.27947","14.16188","66.00242","74.01267","-391.16408","488.00350","-2478.58991","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6776","113.5654","2022-05-27T09:32:15+0800",NA,"No-take","79.5","Yes","Yes"
"6","20220527_BOTTOM_1_0005_0001.mp4","28346","20220527_TOP_1_0005_0001.mp4","29812","271","1.21538",118.29846,"2.10480","5.98284","2013.03759","16.98244","63.02115","87.13306","-527.46517","-259.77592","-1925.25773","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6776","113.5654","2022-05-27T09:32:15+0800",NA,"No-take","79.5","Yes","Yes"
"7","20220527_BOTTOM_1_0005_0001.mp4","28347","20220527_TOP_1_0005_0001.mp4","29813","271","1.21566",116.70627,"2.52486","7.29481","2001.24704","16.73853","68.04512","80.56157","-524.66931","-238.58425","-1916.45229","Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6776","113.5654","2022-05-27T09:32:15+0800",NA,"No-take","79.5","Yes","Yes"
"8","20220527_BOTTOM_1_0005_0001.mp4","28350","20220527_TOP_1_0005_0001.mp4","29816","271","1.21649",216.17615,"19.49483","8.30517","2909.67141","24.09867","83.18465","22.22508","-498.49100","1078.40585","-2656.07516","Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6776","113.5654","2022-05-27T09:32:15+0800",NA,"No-take","79.5","Yes","Yes"
