"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date.time","location","status","depth","successful.count","successful.length"
"53","20210520_0809-1314_BOTTOM_0010_0001.mp4","64329","20210520_0809-1314_TOP_0010_0001.mp4","56579","12","2.38933",64.53575,"5.44321","0.14188","2504.56877","4.22502","36.80463","61.17343","87.40421","162.50655","-2497.76237","SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7137","113.5364","2021-05-20T10:49:29+08:00","Point Cloates","No-take","107","Yes","Yes"
"54","20210520_0809-1314_BOTTOM_0010_0001.mp4","65894","20210520_0809-1314_TOP_0010_0001.mp4","58144","12","2.82449",86.22911,"2.73233","3.01968","1880.68914","22.63446","15.04651","75.37263","-553.57798","466.27779","-1735.83643","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7137","113.5364","2021-05-20T10:49:29+08:00","Point Cloates","No-take","107","Yes","Yes"
"57","20210520_0809-1314_BOTTOM_0012_0001.mp4","15690","20210520_0809-1314_TOP_0012_0001.mp4","7940","13","0.38094",207.53368,"4.81949","2.04642","2477.99021","21.03369","0.11374","78.64846","-585.31854","669.64236","-2312.88062","Holocentridae","Sargocentron","spp",NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7037","113.5389","2021-05-20T11:16:00+08:00","Point Cloates","No-take","107","Yes","Yes"
"59","20210520_0809-1314_BOTTOM_0015_0001.mp4","45901","20210520_0809-1314_TOP_0015_0001.mp4","38151","50","0.41986",432.12919,"15.33469","10.59716","3016.95497","15.77824","79.70687","52.38111","-419.78391","-704.81421","-2903.28016","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7026","113.556","2021-05-20T12:11:48+08:00","Point Cloates","No-take","77.6","Yes","Yes"
"63","20210520_0809-1314_BOTTOM_0017_0001.mp4","4286","20210520_0809-1314_TOP_0016_0001.mp4","64868","21","0.00751",209.50183,"7.55236","9.34786","4668.95405","10.24158","9.79920","67.31967","753.44254","348.49511","-4594.56281","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"64","20210520_0809-1314_BOTTOM_0017_0001.mp4","4330","20210520_0809-1314_TOP_0016_0001.mp4","64912","21","0.01974",229.21425,"4.59112","9.94128","3508.97240","11.79840","3.93882","64.34754","653.51279","296.12704","-3434.83873","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"67","20210520_0809-1314_BOTTOM_0017_0001.mp4","7621","20210520_0809-1314_TOP_0016_0001.mp4","68203","21","0.93482",57.82384,"2.39511","2.82012","1986.30733","11.37921","14.09302","53.98509","-384.92868","-73.59984","-1947.26212","Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"68","20210520_0809-1314_BOTTOM_0017_0001.mp4","7915","20210520_0809-1314_TOP_0017_0001.mp4","165","21","1.01657",88.48855,"6.38543","2.00268","1789.41356","15.23366","81.23421","42.39859","-467.44133","50.66645","-1726.53769","Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"69","20210520_0809-1314_BOTTOM_0017_0001.mp4","7958","20210520_0809-1314_TOP_0017_0001.mp4","208","21","1.02853",70.27373,"3.68035","1.85956","2208.90249","21.84070","0.48934","45.20590","-175.32372","802.85158","-2050.35147","Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"72","20210520_0809-1314_BOTTOM_0017_0001.mp4","11650","20210520_0809-1314_TOP_0017_0001.mp4","3900","21","2.05511",60.02446,"1.35217","6.55140","1364.12425","15.47759","5.98988","52.87591","-250.55434","-264.08711","-1314.65413","Labridae","Labroides","dimidiatus","37384028",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"75","20210520_0809-1314_BOTTOM_0018_0001.mp4","36392","20210520_0809-1314_TOP_0018_0001.mp4","28642","18","1.13474",185.65998,"8.17899","6.89183","2838.97162","27.71657","51.99318","69.74927","-904.81214","-961.65086","-2513.22551","Priacanthidae","Priacanthus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6838","113.5489","2021-05-20T13:14:58+08:00","Point Cloates","No-take","102","Yes","Yes"
"2","20220519_BOTTOM_1_0004_0001.mp4","51430","20220519_TOP_1_0004_0001.mp4","48894","248","2.95295",676.88834,"11.86298","5.69702","2245.60772","28.27848","86.81727","4.49047","-218.03971","1041.29042","-1977.60638","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7609","113.5473","2022-05-19T08:27:25+0800",NA,"No-take","76.6","Yes","Yes"
"3","20220519_BOTTOM_1_0005_0001.mp4","33122","20220519_TOP_1_0005_0001.mp4","30586","224","0.38177",328.79965,"15.14027","13.11783","4820.33202","13.00500","45.21643","77.37483","-671.43064","-851.97476","-4696.69253","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"4","20220519_BOTTOM_1_0005_0001.mp4","33129","20220519_TOP_1_0005_0001.mp4","30593","224","0.38372",323.20185,"11.33236","9.47227","2969.72356","4.29589","82.05076","63.02196","-205.06758","-86.21410","-2961.38015","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"5","20220519_BOTTOM_1_0005_0001.mp4","33147","20220519_TOP_1_0005_0001.mp4","30611","224","0.38872",333.34465,"6.13201","12.46998","2412.40478","7.11318","44.12945","60.02604","-86.24426","286.00705","-2393.83765","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"6","20220519_BOTTOM_1_0005_0001.mp4","33196","20220519_TOP_1_0005_0001.mp4","30660","224","0.40235",343.4862,"10.35244","13.08545","2758.80946","28.58291","78.56659","67.00738","-88.48305","1316.92806","-2422.58145","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"7","20220519_BOTTOM_1_0005_0001.mp4","33202","20220519_TOP_1_0005_0001.mp4","30666","224","0.40401",290.64323,"26.46162","15.36398","4026.24006","24.15311","87.82447","52.59429","-651.80975","1513.01410","-3673.76393","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"8","20220519_BOTTOM_1_0005_0001.mp4","33211","20220519_TOP_1_0005_0001.mp4","30675","224","0.40652",333.62375,"21.67093","18.15776","3765.25840","22.44604","84.89960","56.83682","191.94402","-1424.75403","-3480.00061","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"9","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",302.52721,"7.88337","11.28014","2605.94213","20.57998","74.34292","72.16024","-34.16683","915.38896","-2439.63728","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"10","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",340.65684,"6.84790","16.52277","2655.27298","10.20472","74.31140","72.03010","-56.08105","467.06904","-2613.26922","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"11","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",309.77195,"6.49679","14.20799","2875.98227","16.14331","19.15273","84.82299","-156.22757","784.23057","-2762.58021","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"12","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",320.73373,"7.75584","15.74381","3117.47530","17.50662","74.73035","88.44608","-346.63062","871.37264","-2973.08075","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"13","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",301.61141,"7.94569","10.42230","2977.30707","17.31864","53.16991","75.73519","-427.47931","776.39596","-2842.32794","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"14","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",320.3736,"10.07681","11.75003","2960.64086","23.16856","79.23476","73.28578","-471.12213","1065.30121","-2721.86913","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"15","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",352.16262,"4.05318","16.21654","2758.60022","5.20104","85.00991","80.94383","-248.91441","-23.99985","-2747.24240","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"16","20220519_BOTTOM_1_0005_0001.mp4","33217","20220519_TOP_1_0005_0001.mp4","30681","224","0.40819",360.69007,"27.01065","4.67679","3620.60736","18.82673","79.10594","36.60592","-7.49173","-1168.37222","-3426.90063","Carangidae","Carangoides","gymnostethus",NA,5,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"17","20220519_BOTTOM_1_0005_0001.mp4","33218","20220519_TOP_1_0005_0001.mp4","30682","224","0.40846",321.24247,"6.40483","14.26551","3328.13319","11.53707","32.56277","77.02371","-447.65358","492.61919","-3260.88993","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"18","20220519_BOTTOM_1_0005_0001.mp4","33228","20220519_TOP_1_0005_0001.mp4","30692","224","0.41124",355.80046,"15.66479","5.11058","3060.38639","27.32759","80.98027","45.61350","412.91314","1342.90714","-2718.83578","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"19","20220519_BOTTOM_1_0005_0001.mp4","33229","20220519_TOP_1_0005_0001.mp4","30693","224","0.41152",400.19314,"28.26946","16.93414","3645.77051","13.65261","88.86612","38.81601","-553.87243","658.58404","-3542.75811","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"20","20220519_BOTTOM_1_0005_0001.mp4","33245","20220519_TOP_1_0005_0001.mp4","30709","224","0.41597",286.86822,"13.40062","9.86396","3057.88119","17.61067","87.79038","60.96836","-193.02988","904.79240","-2914.57159","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"21","20220519_BOTTOM_1_0005_0001.mp4","33248","20220519_TOP_1_0005_0001.mp4","30712","224","0.41681",340.63848,"12.92806","6.32628","3116.46624","26.90420","89.21871","68.17807","-144.37475","-1402.79137","-2779.15349","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"22","20220519_BOTTOM_1_0005_0001.mp4","33262","20220519_TOP_1_0005_0001.mp4","30726","224","0.42070",323.76566,"14.84242","6.97902","4109.27163","13.68402","87.32066","76.48350","-17.85008","-971.95485","-3992.63052","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"23","20220519_BOTTOM_1_0005_0001.mp4","33264","20220519_TOP_1_0005_0001.mp4","30728","224","0.42125",287.99973,"9.74824","13.24290","3076.53990","12.40201","46.27786","62.11496","-446.03294","487.48493","-3004.74804","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"24","20220519_BOTTOM_1_0005_0001.mp4","33268","20220519_TOP_1_0005_0001.mp4","30732","224","0.42237",604.13449,"36.24011","10.30334","3980.10879","9.25970","87.18646","35.13109","-476.70620","-427.68214","-3928.24454","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"25","20220519_BOTTOM_1_0005_0001.mp4","33276","20220519_TOP_1_0005_0001.mp4","30740","224","0.42459",289.79203,"7.39253","16.30618","2912.08241","10.64659","65.23656","72.51556","-346.42310","-411.63665","-2861.95218","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"26","20220519_BOTTOM_1_0005_0001.mp4","33278","20220519_TOP_1_0005_0001.mp4","30742","224","0.42515",304.5893,"12.04257","3.43533","3324.57379","19.77835","72.69360","72.95591","131.25911","-1117.29342","-3128.45286","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"27","20220519_BOTTOM_1_0005_0001.mp4","33284","20220519_TOP_1_0005_0001.mp4","30748","224","0.42682",369.49082,"13.17702","8.00637","3286.35985","7.61219","83.94036","64.85879","-297.59123","-317.73617","-3257.39839","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"28","20220519_BOTTOM_1_0005_0001.mp4","33292","20220519_TOP_1_0005_0001.mp4","30756","224","0.42904",271.32,"15.88167","17.55109","3223.47704","30.00172","84.80512","55.75913","-527.27377","1523.13940","-2791.56461","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"29","20220519_BOTTOM_1_0005_0001.mp4","33292","20220519_TOP_1_0005_0001.mp4","30756","224","0.42904",284.07786,"9.58330","14.46168","2915.39931","15.03752","88.55530","70.11217","-135.50903","744.16788","-2815.56470","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"30","20220519_BOTTOM_1_0005_0001.mp4","33299","20220519_TOP_1_0005_0001.mp4","30763","224","0.43099",336.02145,"11.04394","12.17847","2995.83512","28.33377","72.74640","74.93349","-421.32966","1357.98523","-2636.92729","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"31","20220519_BOTTOM_1_0005_0001.mp4","33306","20220519_TOP_1_0005_0001.mp4","30770","224","0.43293",292.78662,"5.58368","19.22023","3021.12666","14.18820","6.64883","73.86249","-412.39410","615.03966","-2928.96972","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"32","20220519_BOTTOM_1_0005_0001.mp4","33320","20220519_TOP_1_0005_0001.mp4","30784","224","0.43683",321.91849,"14.68122","17.64199","3376.13598","28.71633","67.49096","69.77478","-400.85581","1571.83474","-2960.90262","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"33","20220519_BOTTOM_1_0005_0001.mp4","33330","20220519_TOP_1_0005_0001.mp4","30794","224","0.43961",315.26863,"16.21718","19.73473","3330.80813","9.58219","78.85381","58.04603","-499.71608","240.21369","-3284.33616","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"34","20220519_BOTTOM_1_0005_0001.mp4","33336","20220519_TOP_1_0005_0001.mp4","30800","224","0.44127",334.7914,"22.66367","12.56772","3576.28748","30.60178","73.80509","35.71146","-511.27033","1747.31036","-3078.20423","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"35","20220519_BOTTOM_1_0005_0001.mp4","33345","20220519_TOP_1_0005_0001.mp4","30809","224","0.44378",320.93203,"12.00878","14.91670","3012.63456","26.28157","83.29039","68.32780","-62.62844","1332.47164","-2701.21528","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"36","20220519_BOTTOM_1_0005_0001.mp4","33345","20220519_TOP_1_0005_0001.mp4","30809","224","0.44378",297.54603,"12.21659","15.05745","3170.49962","24.35185","68.23214","70.46644","-397.89133","1245.29885","-2888.42191","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"37","20220519_BOTTOM_1_0005_0001.mp4","33345","20220519_TOP_1_0005_0001.mp4","30809","224","0.44378",310.10537,"8.58374","13.61185","2668.28387","3.59238","76.02521","64.43768","18.80894","-166.12725","-2663.04089","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"38","20220519_BOTTOM_1_0005_0001.mp4","33345","20220519_TOP_1_0005_0001.mp4","30809","224","0.44378",331.732,"16.67198","15.85611","3343.49013","6.41198","87.42503","58.20144","-267.76643","260.23312","-3322.57522","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"39","20220519_BOTTOM_1_0005_0001.mp4","33345","20220519_TOP_1_0005_0001.mp4","30809","224","0.44378",282.31343,"13.39742","11.12622","3249.40671","15.21174","76.28562","64.44264","-336.53137","783.37474","-3135.55651","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"40","20220519_BOTTOM_1_0005_0001.mp4","33347","20220519_TOP_1_0005_0001.mp4","30811","224","0.44433",310.3339,"10.17710","18.75017","3056.77863","17.21620","86.34657","72.53763","-215.33825","878.73978","-2919.81873","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"41","20220519_BOTTOM_1_0005_0001.mp4","33350","20220519_TOP_1_0005_0001.mp4","30814","224","0.44517",291.70815,"11.99048","12.10564","3094.25365","24.10360","85.98602","68.36763","-587.17959","1118.94834","-2824.46108","Carangidae","Carangoides","gymnostethus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
