sample,Acanthuridae Naso tuberosus,Aracanidae Anoplocapros lenticularis,Berycidae Centroberyx gerrardi,Berycidae Centroberyx sp1,Callanthiidae Callanthias australis,Carangidae Carangoides sp1,Carangidae Carangoides sp10,Carangidae Pseudocaranx spp,Carangidae Seriola hippos,Carangidae Seriola lalandi,Carangidae Unknown sp10,Chaetodontidae Chelmonops curiosus,Cheilodactylidae Dactylophora nigricans,Cheilodactylidae Nemadactylus valenciennesi,Dasyatidae Bathytoshia brevicaudata,Diodontidae Diodon nicthemerus,Enoplosidae Enoplosus armatus,Gerreidae Parequula elongata,Gerreidae Parequula melbournensis,Glaucosomatidae Glaucosoma hebraicum,Kyphosidae Girella tephraeops,Labridae Achoerodus gouldii,Labridae Austrolabrus maculatus,Labridae Bodianus frenchii,Labridae Bodianus vulpinus,Labridae Choerodon rubescens,Labridae Coris auricularis,Labridae Dotalabrus aurantiacus,Labridae Eupetrichthys angustipes,Labridae Notolabrus parilus,Labridae Ophthalmolepis lineolatus,Labridae Pseudolabrus biserialis,Labridae Suezichthys bifurcatus,Labridae Unknown spp,Monacanthidae Acanthaluteres vittiger,Monacanthidae Meuschenia flavolineata,Monacanthidae Meuschenia freycineti,Monacanthidae Meuschenia galii,Monacanthidae Meuschenia hippocrepis,Monacanthidae Meuschenia scaber,Monacanthidae Meuschenia venusta,Monacanthidae Nelusetta ayraud,Monacanthidae Unknown spp,Monocentridae Cleidopus gloriamaris,Mullidae Parupeneus chrysopleuron,Mullidae Upeneichthys vlamingii,Neosebastidae Neosebastes bougainvillii,Neosebastidae Neosebastes nigropunctatus,Neosebastidae Neosebastes pandus,Neosebastidae Neosebastes sp1,Odacidae Olisthops cyanomelas,Odacidae Siphonognathus spp,Odontaspididae Carcharias taurus,Oplegnathidae Oplegnathus woodwardi,Orectolobidae Orectolobus spp,Ostraciidae Aracana aurita,Parascylliidae Parascyllium variolatum,Pempheridae Parapriacanthus elongatus,Pempherididae Pempheris klunzingeri,Pentacerotidae Pentaceropsis recurvirostris,Pinguipedidae Parapercis naevosa,Pinguipedidae Parapercis ramsayi,Pinguipedidae Unknown spp,Platycephalidae Platycephalus spp,Plesiopidae Trachinops noarlungae,Polyprionidae Polyprion oxygeneios,Pomacentridae Chromis klunzingeri,Pomacentridae Chromis westaustralis,Pomacentridae Parma bicolor,Scorpididae Neatypus obliquus,Scorpididae Scorpis aequipinnis,Scorpididae Scorpis georgiana,Scorpididae Tilodon sexfasciatus,Serranidae Caesioperca spp,Serranidae Epinephelides armatus,Sparidae Chrysophrys auratus,Squalidae Squalus spp,SUS SUS sus,Urolophidae Trygonoptera mucosa,Aplodactylidae Aplodactylus westralis,Aracanidae Anoplocapros amygdaloides,Aracanidae Caprichthys gymnura,Aulopidae Latropiscis purpurissatus,Batrachoididae Batrachomoeus rubricephalus,Berycidae Unknown sp1,Callanthiidae Callanthias allporti,Carangidae Trachurus novaezelandiae,Carcharhinidae Carcharhinus brevipinna,Carcharhinidae Carcharhinus limbatus,Carcharhinidae Carcharhinus plumbeus,Carcharhinidae Carcharhinus spp,Carcharhinidae Unknown spp,Clupeidae Hyperlophus vittatus,Dinolestidae Dinolestes lewini,Gerraidae Parequula elongata,Gobiesocidae Aspasmogaster occidentalis,Gobiesocidae Unknown spp,Haemulidae Plectorhinchus flavomaculatus,Heterodontidae Heterodontus portusjacksoni,Holocentridae Unknown spp,Kyphosidae Kyphosus sydneyanus,Labridae Halichoeres brownfieldi,Labridae Heteroscarus acroptilus,Labridae Labroides dimidiatus,Labridae Pictilabrus laticlavius,Labridae Suezichthys cyanolaemus,Lethrinidae Gymnocranius grandoculis,Monacanthidae Acanthaluteres brownii,Monacanthidae Brachaluteres jacksonianus,Monacanthidae Eubalichthys bucephalus,Monacanthidae Eubalichthys mosaicus,Monacanthidae Meuschenia australis,Monacanthidae Scobinichthys granulatus,Moridae Pseudophycis barbata,Muraenidae Gymnothorax prasinus,Muraenidae Gymnothorax woodwardi,Myliobatidae Myliobatis tenuicaudatus,Nemipteridae Pentapodus vitta,Odacidae Siphonognathus caninis,Odacidae Siphonognathus sp1,Paralichthyidae Pseudorhombus sp10,Parascylliidae Parascyllium ferrugineum,Pentacerotidae Parazanclistius hutchinsi,Pinguipedidae Parapercis haackei,Pinguipedidae Parapercis spp,Platycephalidae Leviprora spp,Plesiopidae Paraplesiops meleagris,Pomacentridae Parma occidentalis,Pristiophoridae Pristiophorus cirratus,Rhinobatidae Aptychotrema vincentiana,Rhinobatidae Trygonorrhina dumerilii,Scombridae Sarda orientalis,Scombridae Unknown spp,Scorpaenidae Scorpaena sumptuosa,Scyliorhinidae Asymbolus occiduus,Scyliorhinidae Aulohalaelurus labiosus,Serranidae Hypoplectrodes nigroruber,Serranidae Hyporthodus octofasciatus,Serranidae Othos dentex,Sillaginidae Sillaginodes punctatus,Sillaginidae Sillago spp,Sphyraenidae Sphyraena novaehollandiae,Sphyraenidae Sphyraena spp,Sphyrnidae Sphyrna spp,Sphyrnidae Sphyrna zygaena,Tetraodontidae Omegophora armilla,Triakidae Furgaleus macki,Triakidae Galeorhinus galeus,Triakidae Mustelus antarcticus,Triglidae Chelidonichthys kumu,Triglidae Pterygotrigla polyommata,Urolophidae Trygonoptera ovalis,Urolophidae Urolophus circularis,,method,unique_id,campaignid,latitude,longitude,status,depth,broad.ascidians,broad.bryozoa,rock,broad.crinoids,broad.hydroids,broad.invertebrate.complex,macroalgae,broad.octocoral.black,reef,seagrasses,broad.sponges,broad.stony.corals,broad.total.points.annotated,broad.true.anemones,sand,fov.facing.up,fov.limited,fov.open,mean.relief,sd.relief,z,slope,aspect,tpi,tri,roughness,detrended,lineartrend,inverts
IO122,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,18,0,0,0,4,7,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,1,1,0,9,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO122,2020-10_south-west_stereo-BRUVs,-34.11618897,114.8263721,No-take,57.4,0,0,0.096774194,0,0,0,0.741935484,0,0.838709677,0,0,0,31,0,0.161290323,0,2,37,2.48,0.509901951,-47.94473648,0.09863147,253.0354225,-0.087954044,0.302997112,1.018569946,-11.91818047,-36.02655411,0
IO123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO123,2020-10_south-west_stereo-BRUVs,-34.10618897,114.8188721,No-take,49.1,0,0,0.5,0,0,0,0.411764706,0,0.941176471,0,1,0,34,0,0.058823529,0,2,34,2.428571429,0.503952631,-48.859478,0.058072025,265.0652996,-0.24241066,0.298747063,0.83259201,-12.52476597,-36.33471298,0.029411765
IO125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,2,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO125,2020-10_south-west_stereo-BRUVs,-34.10868897,114.8263721,No-take,55.8,0,0,0.5,0,0,0,0.366666667,0,0.866666667,0,0,0,30,0,0.133333333,0,2,38,2.44,0.506622805,-47.92354965,0.112447009,276.8109522,-0.240136623,0.40414381,1.011436462,-15.8871069,-32.0364418,0
IO126,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,19,0,0,0,1,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO126,2020-10_south-west_stereo-BRUVs,-34.11368897,114.8188721,No-take,58.2,0,1,0.277777778,0,0,0,0.527777778,0,1,0.111111111,2,0,36,0,0,0,1,34,2.5,0.509901951,-48.7052002,0.117238115,231.077524,0.032725811,0.378168583,1.371520996,-8.123736382,-40.58146286,0.083333333
IO15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO15,2020-10_south-west_stereo-BRUVs,-34.06118897,114.8663721,No-take,40.8,0,0,0.121212121,0,0,0,0.363636364,0,0.96969697,0.484848485,0,0,33,0,0.03030303,0,1,39,2.833333333,0.380693494,-41.47172928,0.094708462,225.9011213,-0.140166759,0.413346767,1.072944641,-26.2615757,-15.21015263,0
IO16,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,19,0,2,1,8,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO16,2020-10_south-west_stereo-BRUVs,-34.07368897,114.8688721,No-take,41.4,0,0,0.181818182,0,0,0,0.303030303,0,0.484848485,0,0,0,33,0,0.515151515,0,3,37,1.827586207,1.136063552,-41.01589203,0.026829472,253.6852961,0.121254444,0.125552654,0.547431946,-27.035923,-13.97996998,0
IO17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO17,2020-10_south-west_stereo-BRUVs,-34.06368897,114.8763721,No-take,41.1,0,0,0.2,0,0,0,0.6,0,0.85,0,1,0,20,0,0.15,0,7,33,1.894736842,0.458831468,-41.46031189,0.105488322,51.89633981,0.089979649,0.344011784,1.05916214,-24.09362221,-17.36668968,0.05
IO195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,39,0,1,0,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO195,2020-10_south-west_stereo-BRUVs,-34.09368897,114.8588721,No-take,43.4,0,0,0.166666667,0,0,0,0.305555556,0,0.666666667,0.194444444,0,0,36,0,0.333333333,0,2,38,2.333333333,0.67936622,-42.80825043,0.010059018,0.551768053,0.00356245,0.044281483,0.201969147,-28.99302483,-13.81522655,0
IO199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO199,2020-10_south-west_stereo-BRUVs,-34.08618897,114.8613721,No-take,42.1,0,0,0.166666667,0,0,0,0.583333333,0,0.972222222,0.138888889,1,2,36,0,0.027777778,0,1,39,2.6,0.50262469,-42.86006546,0.018515149,252.5003137,-0.075289249,0.081971645,0.320602417,-29.84075737,-13.01930904,0.083333333
IO201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO201,2020-10_south-west_stereo-BRUVs,-34.05618897,114.8338721,No-take,45.3,0,1,0.46875,0,0,0,0.28125,0,0.84375,0.03125,1,0,32,0,0.15625,0,4,31,1.952380952,0.589592272,-44.51680756,0.085363476,272.6452225,0.185477734,0.260649204,0.752445221,-29.06770897,-15.44909859,0.0625
IO204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,5,0,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO204,2020-10_south-west_stereo-BRUVs,-34.06618897,114.7863721,No-take,61.5,0,0,0.03125,0,0,2,0.0625,0,0.40625,0,8,0,32,0,0.59375,0,2,38,1.64,0.907377173,-59.08808517,0.266085417,276.3005109,-0.28537035,0.826700687,2.558296204,-12.69320774,-46.39487839,0.3125
IO206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO206,2020-10_south-west_stereo-BRUVs,-34.06368897,114.7913721,No-take,58.2,0,0,0.225806452,0,0,1,0,0,0.387096774,0,4,0,31,0,0.612903226,0,1,39,1.296296296,0.541707756,-56.11107254,0.464156996,256.9609853,-0.299288273,1.474369526,4.637645721,-15.21827507,-40.89279556,0.161290323
IO207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO207,2020-10_south-west_stereo-BRUVs,-34.06118897,114.7863721,No-take,60.4,0,0,0.233333333,0,0,1,0.233333333,0,0.566666667,0,2,0,30,0,0.433333333,0,2,38,1.631578947,0.830697586,-58.3814621,0.240620289,233.2807397,-0.251862049,0.889939785,3.012214661,-13.58642578,-44.79503632,0.1
IO210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO210,2020-10_south-west_stereo-BRUVs,-34.09118897,114.8738721,No-take,43.5,0,0,0.172413793,0,0,0,0.551724138,0,0.896551724,0.034482759,4,0,29,0,0.103448276,0,2,38,2.291666667,0.550032937,-42.59622574,0.060385549,204.4676051,-0.311779499,0.336967945,0.749458313,-29.14932632,-13.44689941,0.137931034
IO211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,7,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO211,2020-10_south-west_stereo-BRUVs,-34.05618897,114.9063721,No-take,43.5,0,0,0,0,0,0,0.290322581,0,1,0.548387097,5,0,31,0,0,0,5,35,2.888888889,0.320256308,-43.55018616,0.235725953,93.01450952,0.363117695,0.70045042,2.381397247,-11.23309326,-32.3170929,0.161290323
IO215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO215,2020-10_south-west_stereo-BRUVs,-34.06868897,114.9263721,No-take,46.7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,3,37,0,0,-43.36553192,0.357350088,275.980546,-0.421774864,1.209118843,3.680885315,-6.726552486,-36.63898087,0
IO216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO216,2020-10_south-west_stereo-BRUVs,-34.06118897,114.9163721,No-take,47.5,0,0,0.171428571,0,0,0,0.428571429,0,0.685714286,0,3,0,35,0,0.314285714,0,1,34,2.346153846,0.628796164,-47.64546204,0.072621786,356.6508512,-0.206278801,0.36601162,1.169498444,-12.41175652,-35.23370361,0.085714286
IO217,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO217,2020-10_south-west_stereo-BRUVs,-34.06618897,114.9188721,No-take,47.1,0,0,0.108108108,0,0,0,0.108108108,0,0.243243243,0,1,0,37,0,0.756756757,0,1,39,1,0.288675135,-46.41539764,0.156970479,301.6522944,-0.043493748,0.518194675,1.707733154,-12.02986336,-34.38553238,0.027027027
IO218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO218,2020-10_south-west_stereo-BRUVs,-34.07368897,114.9213721,No-take,46.8,0,0,0.107142857,0,0,0,0.035714286,0,0.142857143,0,0,0,28,0,0.857142857,0,4,36,0.96,0.2,-45.47663116,0.22072879,265.6123427,-0.235089779,0.689260006,2.042121887,-13.02822781,-32.4484024,0
IO220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,10,4,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO220,2020-10_south-west_stereo-BRUVs,-34.05618897,114.8438721,No-take,43.7,0,0,0.133333333,0,0,0,0.833333333,0,0.966666667,0,0,0,30,0,0.033333333,0,3,37,2.36,0.489897949,-43.53640366,0.033030617,262.9032348,-0.027284622,0.103673935,0.308944702,-29.52716637,-14.00923634,0
IO222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO222,2020-10_south-west_stereo-BRUVs,-34.06618897,114.8313721,No-take,45,0,0,0.214285714,0,0,0,0.464285714,0,0.678571429,0,0,0,28,0,0.321428571,0,1,35,2.05,0.604805319,-45.28383255,0.113941927,262.5356149,0.139928818,0.352674484,1.099845886,-28.74704742,-16.53678513,0
IO223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2020-10_south-west_stereo-BRUVs_IO223,2020-10_south-west_stereo-BRUVs,-34.07118897,114.8463721,No-take,42.9,0,0,0.115384615,0,0,0,0.192307692,0,0.346153846,0,1,0,26,0,0.653846154,0,3,37,1.37037037,0.966681403,-43.41465759,0.092599451,256.0780402,-0.090128899,0.276517868,0.954921722,-29.92131424,-13.4933424,0.038461538
