"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date.time","location","status","depth","successful.count","successful.length","unique_id"
"2022-05_PtCloates_Naked-BOSS","267","20220527_BOTTOM_1_0006_0001.mp4","1.75119","Balistidae","Sufflamen","fraenatum",1,"-22.6751","113.5615","2022-05-27T10:02:00+0800","Point Cloates","No-take","88.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_267"
"2022-05_PtCloates_Naked-BOSS","267","20220527_BOTTOM_1_0006_0001.mp4","1.70559","Cirrhitidae","Cyprinocirrhites","polyactis",2,"-22.6751","113.5615","2022-05-27T10:02:00+0800","Point Cloates","No-take","88.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_267"
"2022-05_PtCloates_Naked-BOSS","267","20220527_BOTTOM_1_0006_0001.mp4","1.57074","Unknown","Unknown","Unknown",3,"-22.6751","113.5615","2022-05-27T10:02:00+0800","Point Cloates","No-take","88.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_267"
"2022-05_PtCloates_Naked-BOSS","268","20220525_BOTTOM_4_0007_0001.mp4","0.76465","Carangidae","Carangoides","chrysophrys",1,"-22.7054","113.5501","2022-05-25T15:12:08+0800","Point Cloates","No-take","90.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_268"
"2022-05_PtCloates_Naked-BOSS","268","20220525_BOTTOM_4_0007_0001.mp4","0.92704","Carangidae","Decapterus","spp",2,"-22.7054","113.5501","2022-05-25T15:12:08+0800","Point Cloates","No-take","90.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_268"
"2022-05_PtCloates_Naked-BOSS","269","20220521_BOTTOM_3_0005_0001.mp4","0.68735","Carangidae","Gnathanodon","speciosus",52,"-22.7429","113.5458","2022-05-21T14:27:47+0800","Point Cloates","No-take","83.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_269"
"2022-05_PtCloates_Naked-BOSS","269","20220521_BOTTOM_3_0005_0001.mp4","0.59115","Echeneidae","Echeneis","naucrates",1,"-22.7429","113.5458","2022-05-21T14:27:47+0800","Point Cloates","No-take","83.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_269"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","2.52530","Apogonidae","Apogon","sp1",125,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","0.35341","Balistidae","Xanthichthys","lineopunctatus",1,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","0.46463","Carangidae","Carangoides","spp",4,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","1.04410","Chaetodontidae","Heniochus","diphreutes",5,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","1.55822","Labridae","Bodianus","solatus",3,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","1.38638","Lethrinidae","Lethrinus","miniatus",2,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","1.32716","Microdesmidae","Ptereleotris","heteroptera",2,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","2.55311","Scombridae","Scomberomorus","spp",2,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","1.92136","Serranidae","Cephalopholis","sonnerati",1,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","1.61105","Serranidae","Epinephelus","multinotatus",1,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","0.07174","Serranidae","Pseudanthias","fasciata",1,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","270","20220519_BOTTOM_2_0002_0001.mp4","0.60227","SUS","SUS","SUS",1000,"-22.7511","113.5387","2022-05-19T11:37:38+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_270"
"2022-05_PtCloates_Naked-BOSS","271","20220527_BOTTOM_1_0005_0001.mp4","1.21566","Nemipteridae","Pentapodus","nagasakiensis",1,"-22.6776","113.5654","2022-05-27T09:32:15+0800","Point Cloates","No-take","79.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_271"
"2022-05_PtCloates_Naked-BOSS","271","20220527_BOTTOM_1_0005_0001.mp4","0.88867","Pinguipedidae","Parapercis","nebulosa",2,"-22.6776","113.5654","2022-05-27T09:32:15+0800","Point Cloates","No-take","79.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_271"
"2022-05_PtCloates_Naked-BOSS","271","20220527_BOTTOM_1_0005_0001.mp4","1.21566","Unknown","Unknown","Unknown",3,"-22.6776","113.5654","2022-05-27T09:32:15+0800","Point Cloates","No-take","79.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_271"
"2022-05_PtCloates_Naked-BOSS","272","20220521_BOTTOM_4_0002_0001.mp4","0.73212","Lethrinidae","Lethrinus","miniatus",1,"-22.7374","113.5422","2022-05-21T15:45:16+0800","Point Cloates","No-take","89.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_272"
"2022-05_PtCloates_Naked-BOSS","272","20220521_BOTTOM_4_0002_0001.mp4","0.00000","Pinguipedidae","Parapercis","nebulosa",2,"-22.7374","113.5422","2022-05-21T15:45:16+0800","Point Cloates","No-take","89.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_272"
"2022-05_PtCloates_Naked-BOSS","272","20220521_BOTTOM_4_0002_0001.mp4","1.89439","SUS","SUS","SUS",1,"-22.7374","113.5422","2022-05-21T15:45:16+0800","Point Cloates","No-take","89.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_272"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","0.92203","Apogonidae","Apogon","sp1",5,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","0.65760","Apogonidae","Ostorhinchus","aureus",1,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","0.81971","Balistidae","Xanthichthys","lineopunctatus",1,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","2.39628","Caesionidae","Pterocaesio","chrysozona",2,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","2.98187","Chaetodontidae","Heniochus","acuminatus",3,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","1.75870","Holocentridae","Sargocentron","rubrum",27,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","0.42543","Labridae","Labroides","dimidiatus",1,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","0.33756","Lethrinidae","Lethrinus","miniatus",1,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","2.74385","Lethrinidae","Lethrinus","ravus",1,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","2.88872","Pomacanthidae","Pomacanthus","semicirculatus",1,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","2.93710","Serranidae","Cephalopholis","sonnerati",2,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","0.76743","Serranidae","Pseudanthias","spp",10,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","273","20220527_BOTTOM_1_0006_0001.mp4","0.40457","SUS","SUS","SUS",11,"-22.6741","113.5665","2022-05-27T09:48:58+0800","Point Cloates","No-take","77.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_273"
"2022-05_PtCloates_Naked-BOSS","274","20220523_BOTTOM_1_0003_0001.mp4","2.77833","Labridae","Bodianus","solatus",1,"-22.7343","113.5502","2022-05-23T08:50:34+0800","Point Cloates","No-take","79.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_274"
"2022-05_PtCloates_Naked-BOSS","274","20220523_BOTTOM_1_0002_0001.mp4","0.87727","Lethrinidae","Lethrinus","miniatus",1,"-22.7343","113.5502","2022-05-23T08:50:34+0800","Point Cloates","No-take","79.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_274"
"2022-05_PtCloates_Naked-BOSS","274","20220523_BOTTOM_1_0002_0001.mp4","0.19770","Lethrinidae","Lethrinus","rubrioperculatus",2,"-22.7343","113.5502","2022-05-23T08:50:34+0800","Point Cloates","No-take","79.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_274"
"2022-05_PtCloates_Naked-BOSS","274","20220523_BOTTOM_1_0002_0001.mp4","1.86742","Nemipteridae","Pentapodus","nagasakiensis",2,"-22.7343","113.5502","2022-05-23T08:50:34+0800","Point Cloates","No-take","79.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_274"
